,content_vector,rating_stdev,dataset,item_coverage,serendipity,rating_max,rating_mean,user_coverage,pred_n,ratings,avg_mean_rank,density,pred_coverage,novelty,cat_diversity,rating_min,CF_CB,avg_highest_rank,rating_variance,alg_type,users,N,mae,avg_lowest_rank,user_vector,content_serendipity,rmse,cat_coverage,ils,items,rmse_adj,mae_adj
71,tags,0.0,jester,90.84051724137932,0.5672217968351198,1.0,1.0,100.0,0.0004895104895104894,92834,53.66292134831461,0.0027828151199241822,1.0451459971985777,-1.4300290799343045,0.22427457475368334,1.0,CF,53.13483146067415,0.0,cf_item,1892,100,0.0,54.19101123595507,any_interact,0.7849510852984515,0.0,0.5671506352087115,0.9260346042623432,17632,3.0,3.0
45,tags,3751.301875871112,jester,93.67059891107078,0.2761230271061818,352698.0,745.2439300256375,100.0,0.00023399677245831093,92834,619.1183030303031,0.0027828151199241822,4.719319038896671,-1.2706198189482176,0.1712775399775585,1.0,CF,561.7127272727273,14072265.76391412,cf_item,1892,1000,2123.2023146238957,673.7709090909091,num_plays,0.8096620924291605,15885.867626155736,5.671506352087114,0.9360329936565592,17632,1.1986408894005398,1.0087278071908208
47,tags,3751.301875871113,jester,7.140426497277678,0.05150452477319924,352698.0,745.2439300256367,100.0,0.0035126412049488968,92834,39.40105105105105,0.0027828151199241822,7.0358797543368174,-0.1085514885847889,0.4789974178000523,1.0,CF,36.80360360360361,14072265.76391413,cf_mllib,1892,100,5029.86640459683,41.97477477477477,num_plays,0.7195239303038007,13246.325112235534,0.5671506352087115,0.8525852595038482,17632,1.1540965344139291,1.0576018564620107
52,tags,3751.301875871111,jester,60.99705081669692,0.0801315092401113,1.0,745.2439300256378,99.84143763213531,0.003503496503496504,92834,204.3963630209421,0.0027828151199241822,70.16485292533132,-0.7018664322486216,0.4741370059953306,352698.0,CB,66.19248035914704,14072265.763914118,cb_vect,1892,1000,206271.933873198,415.2171717171717,num_plays,0.5957178008999335,210916.2424179516,5.662513477321649,0.7206093367239219,17632,4.489931786244243,4.44138285641516
53,tags,3751.301875871112,jester,49.01882940108894,0.09351469042602872,352698.0,745.2439300256375,100.0,0.0014717590102205484,92834,389.27124223602476,0.0027828151199241822,29.490356642603174,-0.3147030494843933,0.321942446893147,1.0,CF,266.1014492753623,14072265.76391412,cf_mllib,1892,1000,2061.5816807869087,519.1195652173913,num_plays,0.7551391340107211,8202.613287395237,5.671506352087114,0.8939373880170337,17632,1.0689799322788953,1.0076916881894336
55,tags,3751.301875871112,jester,91.339609800363,0.06106122724507956,352698.0,745.2439300256375,100.0,0.0011549220010758472,92834,430.0854813457059,0.0027828151199241822,23.133283051395324,-0.29892045409613344,0.2789231041652545,1.0,CF,342.64715316760226,14072265.76391412,cf_user,1892,1000,1604.1374095451072,521.4266238973537,num_plays,0.7728234282051931,7291.734307427053,5.671506352087114,0.917748620171012,17632,1.0536081334086114,1.0
58,tags,3751.301875871112,jester,40.65335753176044,0.09923829098603323,1.0,745.2439300256376,99.84143763213531,0.01820333512641205,92834,37.03002324835665,0.0027828151199241822,36.45081348992566,-0.4324650190470992,0.8359868195112286,352698.0,CB,23.80942760942761,14072265.76391412,cb_vect,1892,100,239494.31702978356,52.03703703703704,num_plays,0.4784477837228459,241141.0988697364,0.5662513477321649,0.5291482999257529,17632,5.0,5.0
61,tags,3751.301875871113,jester,17.031533575317603,0.014316778268224091,352698.0,745.2439300256367,100.0,0.0011511565357719205,92834,54.70833333333334,0.0027828151199241822,2.305786014438099,-0.0467133372611907,0.32810281372460004,1.0,CF,53.92156862745098,14072265.76391413,cf_user,1892,100,3326.5026724416352,55.49509803921568,num_plays,0.7669515864942583,4115.104019111771,0.5671506352087115,0.9039173505715432,17632,1.0,1.0289606786735974
62,tags,3751.301875871111,jester,41.963475499092546,0.20366972189442592,1.0,745.2439300256378,99.84143763213531,0.005244755244755245,92834,23.82551261297721,0.0027828151199241822,10.505333476996011,-0.8085245851841246,0.3249954840416173,352698.0,CB,20.14022662889518,14072265.763914118,cb_kmeans,1892,100,209578.8784215384,27.837110481586407,num_plays,0.611401679906295,214811.0483061864,0.5605888342548432,0.7443284733191906,17632,4.555659697491942,4.496987414007567
63,tags,3751.301875871111,jester,61.2239110707804,0.1115746946458288,1.0,745.2439300256378,99.84143763213531,0.0022850995158687467,92834,131.2073233634257,0.0027828151199241822,45.77092985669647,-1.0660737837784933,0.2838190112444793,352698.0,CB,58.9091459721381,14072265.763914118,cb_kmeans,1892,1000,206816.40053342746,234.2925499697153,num_plays,0.6649230147406341,214013.0278001011,5.605888342548432,0.817016192085286,17632,4.5421924740916015,4.450537780945439
65,tags,3751.301875871113,jester,91.8500453720508,0.5297884408144744,352698.0,745.2439300256367,100.0,6.993006993006993e-05,92834,61.35714285714285,0.0027828151199241822,0.1508458140286607,-1.4232100658461384,0.13879109414846813,1.0,CF,61.35714285714285,14072265.76391413,cf_item,1892,100,21585.234732903817,61.35714285714285,num_plays,0.8304544372255632,77746.71469052183,0.5671506352087115,0.9277787939324088,17632,2.242591315232124,1.3359717892559668
72,glove,2.7394209348126632,jester,100.0,0.2665640667511417,10.0,4.589506320028336,99.83802621030416,0.029584214090750512,3568734,46.41910479943021,0.19462672403920087,80.69039641954474,-3.3785114813439936,122.19155897387807,0.03125,CF,28.651234974115997,7.504427058089884,cf_mllib,122242,100,1.7778408899073104,65.2169320873914,pos_ratings,0.04103978682210968,2.2634688921280883,66.55868414020276,0.05761573067456197,150,1.0,1.0
74,glove,2.7394209348126632,jester,76.0,0.2955617285577601,10.0,4.589506320028336,99.83802621030416,0.02520614854187617,3568734,52.04094584751869,0.19462672403920087,68.7552655812222,-1.4609083653900214,173.93702889345764,0.03125,CB,36.030005704506564,7.504427058089885,cb_vect,122242,100,2.4726214983548207,68.13996577296065,pos_ratings,0.0391934682186228,2.9829960045750403,66.55868414020276,0.05155465870787892,150,4.187353097931657,4.488942802516561
76,glove,2.7394209348126632,jester,86.66666666666669,0.2942847069981792,10.0,4.589506320028336,99.83802621030416,0.003213998399244772,3568734,66.05766693210018,0.19462672403920087,87.6688134843663,-3.988905951468972,143.29243802547606,0.03125,CB,41.87368799348885,7.504427058089885,cb_kmeans_1000,122242,1000,2.5331921388473866,91.15942794930609,pos_ratings,0.04089576305871154,3.093768016587912,86.5262893822636,0.05615427353579922,150,4.678049709005336,4.79310716407318
79,glove,2.7394209348126632,jester,100.0,0.2704915979365973,10.0,4.589506320028336,99.83802621030416,0.0036638721858517865,3568734,60.680460148733644,0.19462672403920087,99.94010182689428,-3.614788209206766,118.7304020196912,0.03125,CF,34.36529365797483,7.504427058089884,cf_mllib,122242,1000,1.842721059106058,89.62270708233939,pos_ratings,0.042324769849816486,2.3671400334368493,99.83802621030416,0.05934109916304225,150,1.4592412540131374,1.3258052924905848
81,glove,2.7394209348126632,jester,76.66666666666667,0.316505637160097,10.0,4.589506320028336,99.83802621030416,0.02485593202947032,3568734,52.019934970803774,0.19462672403920087,67.79997368958753,-3.5422526306041178,164.43509920175254,0.03125,CB,36.23130683442951,7.504427058089885,cb_kmeans_100,122242,100,2.5743923357451357,67.83489848441522,pos_ratings,0.03958424678405014,3.166446491834715,66.55868414020276,0.05241427928463828,150,5.0,5.0
86,glove,2.7394209348126632,jester,86.66666666666669,0.29429203507384544,10.0,4.589506320028336,99.83802621030416,0.003213998399244772,3568734,66.03548887499363,0.19462672403920087,87.6688134843663,-3.988905951468972,143.29243802547606,0.03125,CB,41.84905979472977,7.504427058089885,cb_vect,122242,1000,2.5312324180728525,91.1420507996237,pos_ratings,0.040895763058711516,3.090547812927156,86.5262893822636,0.056154273535799305,150,4.663784887101439,4.783266138563658
73,glove,0.9754254579810951,jester,100.0,0.2380809713530961,1.0,0.220329698230561,100.0,0.03618118140250643,5848803,45.971025530456934,0.3141680095397705,69.86656510608357,-2.022208610599252,130.8218224658682,-1.0,CF,24.072929136899013,0.9514548240776292,cf_mllib,124112,100,0.6383230406718429,69.27206989766364,ratings_to_interact,0.037759365858419,0.8473838377329965,66.66666666666666,0.055450048201684934,150,1.0,1.0
77,glove,0.9754254579810956,jester,86.66666666666669,0.2799340641297321,1.0,0.22032969823056126,100.0,0.0045700766788421224,5848803,66.35645898367353,0.3141680095397705,88.25079543455576,-3.976309315706617,143.292438027827,-1.0,CB,35.036413990262204,0.95145482407763,cb_kmeans_1000,124112,1000,0.8331433831159444,99.26577031312814,ratings_to_interact,0.038023950836208666,0.9372895918543648,86.66666666666669,0.05615427353580035,150,4.795012420410719,4.9727665675100265
83,glove,0.9754254579810956,jester,86.66666666666669,0.2813215269522142,1.0,0.22032969823056126,100.0,0.0045700766788421224,5848803,66.33171440980644,0.3141680095397705,88.25079543455576,-3.9763093157066183,143.292438027827,-1.0,CB,35.01466029392058,0.95145482407763,cb_vect,124112,1000,0.8329555578538835,99.24587483807565,ratings_to_interact,0.038023950836208666,0.9373056514803056,86.66666666666669,0.05615427353580035,150,4.795690313394415,4.968936444267824
85,glove,0.9754254579810951,jester,100.0,0.2626978193847871,1.0,0.220329698230561,100.0,0.005178510467059937,5848803,71.2256299820275,0.3141680095397705,100.0,-3.614788209206765,118.73040202208436,-1.0,CF,32.77594212383589,0.9514548240776292,cf_mllib,124112,1000,0.6682374567948393,112.64437644270313,ratings_to_interact,0.03947279544217229,0.8758170326726744,100.0,0.059341099163045676,150,2.200193791849756,1.6100132602637314
88,glove,0.9754254579810956,jester,86.66666666666669,0.2799539107029414,1.0,0.22032969823056126,100.0,0.035632843661834813,5848803,51.44944171625722,0.3141680095397705,68.80905984161329,-4.731649841834163,172.4249540751571,-1.0,CB,30.527380649057747,0.95145482407763,cb_vect,124112,100,0.8245690371773736,72.80464097990922,ratings_to_interact,0.03733575844564388,0.933205145776954,66.66666666666666,0.053944706934081925,150,4.622603838270951,4.797918938891403
89,glove,0.9754254579810956,jester,86.66666666666669,0.29505581938643266,1.0,0.22032969823056126,100.0,0.036344798308997166,5848803,52.71750896318178,0.3141680095397705,70.1838849997182,-4.853232346886142,167.18027155018362,-1.0,CB,31.313723297170334,0.95145482407763,cb_kmeans_100,124112,100,0.8344788823337981,74.41267755284645,ratings_to_interact,0.03776931941100172,0.9421458507770941,66.0,0.0550073633558257,150,5.0,5.0
75,glove,5.31138400501213,jester,100.0,0.2525093351748836,10.0,1.014634638916715,100.0,0.005164531950178187,5848803,71.39678131613047,0.3141680095397705,100.0,-3.614788209206765,118.73040202208436,-10.0,CF,34.47620937863872,28.210800048698694,cf_mllib,124112,1000,3.3174232533675747,110.75935923220777,ratings,0.03962113721154102,4.374857674043476,100.0,0.059341099163045676,150,1.4226923742874507,1.4563647086840033
78,glove,5.311384005012124,jester,86.66666666666669,0.27154964609639554,10.0,1.0146346389167151,100.0,0.004558351857732614,5848803,66.32628351237194,0.3141680095397705,88.26263254263228,-3.9793523960117194,143.292438027827,-10.0,CB,35.18036995765545,28.21080004869864,cb_kmeans_1000,124112,1000,4.366040429628042,99.12854022732338,ratings,0.03817260007834659,5.590866284005909,86.66666666666669,0.05615427353580035,150,4.800542062990929,4.84682326650881
80,glove,5.311384005012124,jester,86.66666666666669,0.2938184417682695,10.0,1.0146346389167151,100.0,0.03472389823929995,5848803,50.371827722934206,0.3141680095397705,67.23532466112812,-4.854091365434517,166.2928641891131,-10.0,CB,30.560609198215328,28.21080004869864,cb_kmeans_100,124112,100,4.413415659557231,70.62640486454941,ratings,0.03786173527584777,5.662670121085903,65.33333333333333,0.054876703655892416,150,5.0,5.0
82,glove,5.311384005012124,jester,86.66666666666669,0.27253768733010897,10.0,1.0146346389167151,100.0,0.035545499453089165,5848803,51.452232110422656,0.3141680095397705,68.82617785308264,-4.730574455908912,172.38187572899864,-10.0,CB,30.66768717736161,28.21080004869864,cb_vect,124112,100,4.366242460072158,72.76500621726515,ratings,0.03759213361380867,5.598035403313844,66.66666666666666,0.0542020816555133,150,4.820456566247065,4.847476484731532
84,glove,5.31138400501213,jester,100.0,0.2317559906191639,10.0,1.014634638916715,100.0,0.036625824776825085,5848803,48.915629093909644,0.3141680095397705,70.91799437035418,-1.9856855166165408,129.56245586863966,-10.0,CF,27.24872476950507,28.210800048698694,cf_mllib,124112,100,3.1762766019623525,71.44530572161361,ratings,0.037653059332154605,4.2226905814052325,66.66666666666666,0.05502962182059479,150,1.0,1.0
87,glove,5.311384005012124,jester,86.66666666666669,0.27157088507508026,10.0,1.0146346389167151,100.0,0.004558351857732614,5848803,66.30197862205017,0.3141680095397705,88.26263254263228,-3.9793523960117176,143.292438027827,-10.0,CB,35.1594740361043,28.21080004869864,cb_vect,124112,1000,4.366186874727607,99.11007800312012,ratings,0.03817260007834658,5.591040816472247,86.66666666666669,0.05615427353580035,150,4.8010268822860045,4.847296762511268
90,py2vec,19.6590485229004,git,91.9496166484118,0.2150126247682172,1.0,4.654756937200084,98.9247311827957,0.00043,19172,563.3258333333333,0.00451589348596733,6.5917220235053655,-1.4034100993586531,9.254498084160134e-05,790.0,CF,495.91428571428565,386.4781888257525,cf_item,465,1000,6.526477486695769,627.8142857142857,num_interact,0.7908576624707068,16.711106880325985,10.835129373800184,0.8919326668266233,9130,1.0,1.0
93,py2vec,19.659048522900406,git,6.812705366922233,0.24701178532536905,1.0,4.6547569372000845,88.81720430107526,0.0006,19172,60.058823529411775,0.00451589348596733,0.919775166070516,-1.4066840576989146,0.006331294452266233,790.0,CB,59.0,386.47818882575257,cb_kmeans_100,465,100,312.83383308345833,61.11764705882353,num_interact,0.7476452233191098,323.28679138004816,0.9630781189273222,0.6696534938694878,9130,3.4526814898014355,3.4065409050758295
94,py2vec,19.6590485229004,git,91.9496166484118,0.05901187228973805,1.0,4.654756937200084,98.9247311827957,0.0017800000000000001,19172,424.48490548652876,0.00451589348596733,27.286663260091977,-0.40352921937014297,0.00015525810802953014,790.0,CF,328.04329004328997,386.4781888257525,cf_user,465,1000,10.682071857318217,524.5367965367965,num_interact,0.7951881940155865,29.8763393461588,10.835129373800184,0.8992982443260811,9130,1.1053251239757416,1.0326489313922027
95,py2vec,19.6590485229004,git,91.9496166484118,0.08625235887101246,1.0,4.654756937200084,98.9247311827957,0.0019466666666666664,19172,251.26336447340057,0.00451589348596733,29.841594276954517,-0.8781343584094615,0.000248659038806785,790.0,CF,140.3125,386.4781888257525,cf_mllib,465,1000,8.295794882824811,390.76923076923083,num_interact,0.7909692965161188,19.624993978713476,10.835129373800184,0.8976898490939287,9130,1.0233118192698438,1.0139008568029693
97,py2vec,19.659048522900406,git,17.535596933187293,0.1849933935374518,1.0,4.6547569372000845,88.81720430107526,0.0009933333333333333,19172,434.7362022737023,0.00451589348596733,15.227388860500765,-1.3009614747576783,0.0034517789413648484,790.0,CB,366.1418918918919,386.47818882575257,cb_kmeans_1000,465,1000,370.09254736216116,503.3716216216216,num_interact,0.7611482968875227,380.0426777065969,8.881720430107526,0.8001111713806774,9130,3.906742652732727,3.856400941297579
98,py2vec,19.659048522900406,git,18.29134720700986,0.1649048388333007,1.0,4.6547569372000845,88.81720430107526,0.001136666666666667,19172,478.00152378540537,0.00451589348596733,17.424629535002556,-1.327359380351972,0.003606419616054121,790.0,CB,388.6710526315789,386.47818882575257,cb_vect,465,1000,389.56801791490057,565.0723684210526,num_interact,0.7478818312783149,395.2125700355828,9.728061807346688,0.7552422778761987,9130,4.0281055526584,4.009412338753104
100,py2vec,19.6590485229004,git,27.973713033953995,0.05459155274260896,1.0,4.654756937200084,98.9247311827957,0.0061,19172,42.56935897435897,0.00451589348596733,9.351047521716914,-0.17479342105866486,0.0002164763091253577,790.0,CF,38.13076923076923,386.4781888257525,cf_mllib,465,100,16.82171086157116,47.176923076923075,num_interact,0.7977395304697539,30.95941352392416,1.0835129373800183,0.9081396557702068,9130,1.1139899859403224,1.0808857501827533
102,py2vec,19.6590485229004,git,86.40744797371303,0.2899459597619308,1.0,4.654756937200084,98.9247311827957,0.0002,19172,57.0,0.00451589348596733,0.4598875830352581,-1.4151870173228116,0.00012770489044598916,790.0,CF,56.83333333333334,386.4781888257525,cf_item,465,100,8.037606875335882,57.16666666666666,num_interact,0.7899072451927417,25.16320776073265,1.0835129373800183,0.8888154921166095,9130,1.0676189026965268,1.011872371394868
106,py2vec,19.659048522900406,git,9.255202628696603,0.3021734764669369,1.0,4.6547569372000845,88.81720430107526,0.0007666666666666668,19172,71.91666666666667,0.00451589348596733,1.1752682677567703,-1.2957896523674708,0.0070687884203752315,790.0,CB,71.2,386.47818882575257,cb_vect,465,100,515.6511800017538,72.4,num_interact,0.7240579108653316,516.6956108193873,0.9728061807346691,0.578029779668663,9130,5.0,5.0
109,py2vec,19.6590485229004,git,16.46221248630887,0.01753521167361386,1.0,4.654756937200084,98.9247311827957,0.0015,19172,57.780701754385966,0.00451589348596733,2.2994379151762905,-0.05171973169637302,0.00015802496374096558,790.0,CF,53.81578947368421,386.4781888257525,cf_user,465,100,38.150707477416844,61.76315789473684,num_interact,0.8059697970820571,48.33454794243008,1.0835129373800183,0.9144638953841898,9130,1.2529953693601543,1.2484596000508206
96,py2vec,0.0,git,82.63964950711939,0.28444803006772124,1.0,1.0,98.9247311827957,0.0028899999999999998,19172,139.48427102628423,0.00451589348596733,44.30250383239654,-1.4433491369169955,0.00028624772170789624,1.0,CF,59.08429118773947,0.0,cf_mllib,465,1000,0.8056845724215378,274.5172413793104,any_interact,0.7806870398754489,0.8278787992448854,10.835129373800184,0.8948739362346346,9130,5.0,5.0
101,py2vec,0.0,git,18.29134720700986,0.3713433407246072,1.0,1.0,88.81720430107526,0.0010633333333333332,19172,454.8086107049683,0.00451589348596733,16.300459887583035,-1.4433556023648968,0.003605166635261961,1.0,CB,379.4437086092715,0.0,cb_vect,465,1000,0.46512067231367,525.2384105960265,any_interact,0.7459113719758363,0.4726765005017997,9.728061807346688,0.7518608934404926,9130,2.2255505841927876,2.2473345041224047
103,py2vec,0.0,git,9.04709748083242,0.4938856192553202,1.0,1.0,88.81720430107526,0.0008,19172,73.25,0.00451589348596733,1.2263668880940215,-1.2277512678161182,0.007048427675775802,1.0,CB,72.0909090909091,0.0,cb_vect,465,100,0.3107985782927228,74.4090909090909,any_interact,0.7202702270585194,0.3157738796607,0.9728061807346691,0.5724909832619565,9130,1.0,1.0
107,py2vec,0.0,git,12.102957283680176,0.3491664740188805,1.0,1.0,98.9247311827957,0.01663333333333333,19172,29.982797878976914,0.00451589348596733,25.498211548288197,-1.4636920486234233,0.0007516827748945858,1.0,CF,18.943231441048034,0.0,cf_mllib,465,100,0.7342500216573306,43.33624454148472,any_interact,0.7617270464192741,0.7635835042967031,1.0835129373800183,0.8887626798650192,9130,4.4977959204110896,4.422618125291997
91,py2vec,0.0,git,90.4709748083242,0.6012607175932841,1.0,1.0,98.9247311827957,0.0007333333333333332,19172,53.17647058823529,0.00451589348596733,0.8686765457332651,-1.4415904213047843,0.0001449337080442021,1.0,CF,53.17647058823529,0.0,cf_item,465,100,0.0,53.17647058823529,any_interact,0.7878293435404111,0.0,1.0835129373800183,0.8905459212484542,9130,3.0,3.0
92,py2vec,0.0,git,17.524644030668128,0.4379453550964229,1.0,1.0,88.81720430107526,0.00098,19172,468.25782944795196,0.00451589348596733,15.022994379151767,-1.4246868862560156,0.0035178923503555513,1.0,CB,386.79577464788736,0.0,cb_kmeans_1000,465,1000,0.0,549.1760563380282,any_interact,0.7588504829172288,0.0,8.774711750226713,0.7943873153233811,9130,3.0,3.0
99,py2vec,0.0,git,91.93866374589264,0.402533862707094,1.0,1.0,98.9247311827957,0.00053,19172,448.1974489795919,0.00451589348596733,8.226877874297394,-1.434996727168708,0.00013771095453951173,1.0,CF,369.4591836734694,0.0,cf_item,465,1000,0.0,521.265306122449,any_interact,0.7907636262227083,0.0,10.835129373800184,0.8918196958937676,9130,3.0,3.0
104,py2vec,0.0,git,7.1960569550931,0.4610754622342911,1.0,1.0,88.81720430107526,0.0007333333333333332,19172,48.81578947368421,0.00451589348596733,1.1241696474195195,-1.349115057491769,0.0054582489001394965,1.0,CB,46.842105263157904,0.0,cb_kmeans_100,465,100,0.0,51.42105263157895,any_interact,0.741242549832899,0.0,0.9630781189273222,0.6955762232683614,9130,3.0,3.0
105,py2vec,0.0,git,90.39430449069005,0.4464819074743491,1.0,1.0,98.9247311827957,0.0005666666666666668,19172,44.0,0.00451589348596733,0.8686765457332651,-1.4747730117250126,0.00012125979429094842,1.0,CF,42.16666666666666,0.0,cf_user,465,100,0.0,45.83333333333334,any_interact,0.7932973550279344,0.0,1.0835129373800183,0.8917467499990982,9130,3.0,3.0
108,py2vec,0.0,git,91.9496166484118,0.4069756714077011,1.0,1.0,98.9247311827957,0.0004966666666666666,19172,485.98160173160164,0.00451589348596733,7.920286152273888,-1.4401044123333304,0.00011533014088557713,1.0,CF,428.3737373737374,0.0,cf_user,465,1000,0.0,544.1717171717172,any_interact,0.7910821258235327,0.0,10.835129373800184,0.8919729515974691,9130,3.0,3.0
